BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Cercas, Javier: Terra Alta. Barcelona: Planeta, 2019.	Cercas, Javier	Terra Alta	2019	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio Planeta 2019	, del color que realza sus labios, sus pestañas, sus pómulos, o de que en su atuendo no dominan, como entonces, el gris y el negro del luto: hasta donde puede ver, lleva una blusa blanca, de seda y manga corta, tiznada por un pequeño broche negro como una esquirla postrera del duelo. Del respaldo de su silla cuelgan una chaqueta veraniega y el asa de un bolso; de los lóbulos de sus orejas, dos perlas naturales.
Benavent, Elísabet: Toda la verdad de mis mentiras. España: Penguin Random House Grupo Editorial, 2019.	Benavent, Elísabet	Toda la verdad de mis mentiras	2019	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Los ojos se me están acostumbrando a la oscuridad virgen y el mar está precioso, salpicado por las esquirlas metálicas del reflejo de la luna. Calma. Hacía tiempo que no sentía que todo estaba tan tranquilo.
G. Partida, Juan Carlos: «Tiroteos durante dos horas en Tlajomulco dejan 4 muertos». La Jornada. www.jornada.com.mx: https://www.jornada.com.mx/2019/06/22/estados/023n1est, 2019-06-22.	G. Partida, Juan Carlos	La Jornada	2019	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	México	México y Centroamérica	Noticia		En el intercambio de disparos, además, fueron lesionados levemente por esquirlas al menos otros tres policías.
«ANALISTAS ESPECULAN SOBRE EL NUEVO ESCENARIO LATINOAMERICANO TRAS LA CAÍDA DE MACRI EN LAS PRIMARIAS». La Nación. www.lanacion.cl: https://www.lanacion.cl/analistas-especulan-sobre-el-nuevo-escenario-latinoamericano-tras-la-caida-de-macri-en-las-primarias/, 2019-08-27.		La Nación	2019	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena	Noticia		Las esquirlas de esta pesadilla para Macri saltaron afectando estrepitosamente a la bolsa de valores y otros mercados que no auspician para nada poder dar vuelta este partido para el mandatario y referente político coalicional de “Juntos por el cambio”, antiguo “Cambiemos”. Las semanas que vienen son una antesala de expectación no solo para los argentinos
Luna, Laura: «Yennefer y Triss, los amores de Geralt de Rivia». As. MeriStation. Madrid: as.com, 2019-02-14.	Luna, Laura	As. MeriStation	2019	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Reportaje		y Yennefer. El brujo y la hechicera tienen en común una personalidad endurecida y quebrada, a causa de sus respectivos entrenamientos y un tratamiento injusto por quienes les han rodeado. Ambos descubren el amor y, al mismo tiempo, no saben cómo gestionar cuestiones cómo la exclusividad sexual —conflicto planteado en el relato “Esquirlas de hielo” en La Espada del Destino— o el compromiso, motivo por el que Geralt abandona a Yennefer por primera vez tras seis meses de convivencia. A medida que ambos amantes se descubren, se van guareciendo sus carencias emocionales, forjando así un vínculo que resiste toda separación. En la revista Sugarpulp, Sapkowski describe
Arriaga, Guillermo: Salvar el fuego. Barcelona: Alfaguara, 2020.	Arriaga, Guillermo	Salvar el fuego	2020	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción	Premio Alfaguara de novela 2020	El Máquinas reculó. Los proyectiles pegaban a su lado, reventando esquirlas en las piedras. Por entre unos peñones vio la vía de píntate-ya-mismo-por-ahí. Debía cruzar treinta metros en campo abierto, no le quedaba de otra. Serpenteó entre los arbustos. Los disparos arreciaron, parecían redoble de tambor. Sintió que no la libraba, y decidió arriesgarse. Se levantó y empezó a correr como
Arriaga, Guillermo: Salvar el fuego. Barcelona: Alfaguara, 2020.	Arriaga, Guillermo	Salvar el fuego	2020	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción	Premio Alfaguara de novela 2020	? Anarquía. Órdenes en ambos bandos. Replieguen. Embistan. Aguanten. Pasillos atascados de cuerpos. Olor a sangre. Olor a vidas que se fueron. Pasos. Ráfagas de metralleta. Aullidos de dolor. Pedidos de clemencia. Tráfago de hombres. ¿Quién es quién en esa oscuridad? Tableteo de balas. Esquirlas. Orificios. Heridos. Clamor de auxilio. Sesos desparramados. Huesos rotos. Sangre. Últimos suspiros. Respiración boca a boca. Abrazos finales. Despedidas. Lágrimas. Coraje. Rabia. Furia. Desesperación. Miedo. Esperanzas.
Kohan, Martín: Confesión. Barcelona: Anagrama, 2020.	Kohan, Martín	Confesión	2020	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Pero una carga sí que explota. Funciona y explota. Arranca la pista de cuajo, y arroja un cimbronazo de esquirlas contra el avión de Videla.
Kohan, Martín: Confesión. Barcelona: Anagrama, 2020.	Kohan, Martín	Confesión	2020	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Las esquirlas despedidas lo impactan en un tercio del fuselaje.
Falco, Federico: Los llanos. Barcelona: Anagrama, 2020.	Falco, Federico	Los llanos	2020	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción	Finalista Premio Herralde de Novela	Amanece y sobre los bebederos de las vacas hay una capa de cinco centímetros de escarcha. Luiso viene temprano y los astilla, los rompe con un palo. Las pequeñas esquirlas de hielo crujen bajo las suelas de mis botas cuando camino sobre la gramilla tiesa. A cada bocanada el aire helado como un punzón en los pulmones, los labios entumecidos, insensibles, que tiemblan pero como si fueran ajenos.
Vicent, Manuel: Ava en la noche. Barcelona: Alfaguara, 2020.	Vicent, Manuel	Ava en la noche	2020	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		en la mano. Desde el fondo de la trinchera, una nube puntiaguda de arcilla proyectó el cuerpo de Manuel violentamente contra la adelfa dejándola ensangrentada. La polvareda fue partida por el grito desmesurado del chamarilero, cuyo ojo izquierdo también se fue por los aires, pero Manuel no pudo gritar ya, porque una esquirla de metralla le fue directamente al cuello, le partió la yugular y lo desangró en dos minutos. Ahora David, fumado hasta muy abajo, veía flotar todo eso sobre las copas de los alcornoques y el burro en lo alto del cielo se enmarañaba con la bandada de cuervos que graznaban de placer ante la
Vicent, Manuel: Ava en la noche. Barcelona: Alfaguara, 2020.	Vicent, Manuel	Ava en la noche	2020	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		uno de esos tipos fortachones que presumen de ser todo un hombre y siempre va retando a los amigos a echar un pulso o batirse en un combate de boxeo. Parece ser que la violencia excitaba su imaginación. Hizo la Primera Guerra Mundial de conductor de ambulancias en el frente del norte de Italia. Recibió una esquirla de metralla en la pierna con la alegría con que un niño católico toma la hostia en la primera comunión. En el hospital se enamoró de una enfermera, una tal Agnes H. von Kurowski, que le serviría luego de modelo para la protagonista de Adiós a las armas. David lo admiraba y odiaba a la vez
Reig, Rafael: Amor intempestivo. Barcelona: Tusquets Editores, S.A.,, 2020.	Reig, Rafael	Amor intempestivo	2020	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Todavía me pregunto ahora cuál es esa arista de mi carácter, esa esquirla de hielo en mi corazón o esa agua mucho más fría que viene —cuando menos me lo espero— de la tubería profunda, y que podría hacer que se me parara el pulso de golpe.
Giner, Gonzalo: La bruma verde. Barcelona: Planeta, 2020.	Giner, Gonzalo	La bruma verde	2020	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio de Novela Fernando Lara 2020	sus hombres, empezó a hacer fuego apuntando hacia el mismo lugar del que habían partido los disparos, momento que Bineka, Colin y Ewan aprovecharon para salir corriendo en busca de una densa masa verde que tenían a menos de doscientos metros. Se oyó un tercer y un cuarto disparo de rifle, que levantaron varias esquirlas a su paso: una en un tronco y la otra en una piedra que acababa de pisar Bineka. Estaba claro a por quién iban. Al advertirlo, Colin se interpuso entre los disparos y la chica, y aceleraron el paso sin mirar atrás, con los ojos puestos en la deseada arboleda. Furaha
Sánchez Trigos, Rubén: Bajo el barro. Barcelona: Planeta, 2020.	Sánchez Trigos, Rubén	Bajo el barro	2020	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Se mantiene la ortografía de los fragmentos que reproducen mensajes telefónicos.	Había algo que los niños no habían podido forrar con bolsas de basura: el suelo del pasadizo, las fallas en su superficie de gravilla y esquirlas. Uno de aquellos socavones consistía en un saliente de granito de dos centímetros a lo sumo. Suficiente para hacer tropezar a alguien. A Rebeca, por ejemplo.
Montesinos, Elisa y Gálvez, Eduardo: «Daniela Catrileo, escritora: "Hay una mapuchización de la ciudad de Santiago, más que nosotros nos hayamos awinkado"». El Desconcierto. www.eldesconcierto.cl: https://www.eldesconcierto.cl/tipos-moviles/2020/08/20/daniela-catrileo-escritora-hay-una-mapuchizacion-de-la-ciudad-de-santiago-mas-que-nosotros-nos-hayamos-awinkado.html, 2020-08-20.	Montesinos, Elisa y Gálvez, Eduardo	El Desconcierto	2020	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Chile	Chilena	Entrevista		—Mi papá y mi abuelito me han entregado mucho de sus experiencias de vida. Y ha sido doloroso tratar de reconstruir con esbozos y esquirlas, e intentar hacer un relato con eso. Yo creo que les costó mucho tiempo hablar, y es doloroso escuchar esas memorias fracturadas. En la poesía uno puede trabajar más con las sombras, con esconder, con velar. pero en narrativa hay una desnudez, uno pone en evidencia ciertas cosas. Pero ya en
Masoliver, Alfonso: «Cuatro pueblos abandonados en España que no dan ningún miedo». La Razón. Madrid: larazon.es, 2020-11-05.	Masoliver, Alfonso	La Razón	2020	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Divulgación		dos pequeños portales. Un pueblo amurallado por el propio pueblo, que llegó a tener una población considerable a principios del siglo pasado y fue uno de los primeros pueblos catalanes en contar con luz eléctrica. Hasta tres ermitas podían encontrarse como símbolo evidente de su importancia. Hoy son ruinas y apenas pueden apreciarse esquirlas de color azul en sus altares. Un color azul y desnudado que contrasta bruscamente con el tono húmedo de los ladrillos. Las calles estrechas y el anillo que rodeaba a la localidad volvieron inútil este pueblo en tiempos del automóvil, cuando fueron necesarias las aceras más anchas y comenzó a resultar pesado el tener que utilizar
Masoliver, Alfonso: «Mota y Coca, dos drogas duras que resisten siglo tras siglo». La Razón. Madrid: larazon.es, 2020-10-25.	Masoliver, Alfonso	La Razón	2020	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Divulgación		Resulta que esto fue precisamente lo que pasó. Y es mágico este momento para los apasionados de la fantasía porque es sencillo escuchar el retumbar de nuestra ira castellana, entornas los ojos y descubres las esquirlas de arcilla estallando en pedazos tras recibir un impacto. Aromas de humo, maldiciones extintas en nuestro vocabulario.
Masoliver, Alfonso: «Segovia al desnudo, Segovia engañada». La Razón. Madrid: larazon.es, 2020-10-17.	Masoliver, Alfonso	La Razón	2020	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Divulgación		no nos ha devorado, la ciudad mágica se ha equivocado. Mientras utilizábamos una mano para desnudarnos, con la otra robábamos sus encantos, y cuando salgamos de sus murallas recuperaremos este cuerpo que nos ha tocado. Es solo que ahora lo llevaremos contaminado por sus historias, breves trazas de granito, veras cruces, esquirlas de viento aprisionado. Permitimos a Segovia poseernos por un día, la engañamos. Luego esperamos a que cayese la noche y la robamos.
Masoliver, Alfonso: «Los tarahumaras mejicanos y la paradoja del desarrollo». La Razón. Madrid: larazon.es, 2020-10-10.	Masoliver, Alfonso	La Razón	2020	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Divulgación		Esquirlas de hierba glauca se barajan con el tono ocráceo que da nombre a este paraíso, los barrancos son tan profundos, tan meditabundos en sus 20 millones de años de vida. Pero no es este paisaje abrumador el que nos lleva a visitarlo. Son sus habitantes, en torno a 120.000 de ellos, los que nos han
Masoliver, Alfonso: «Si tuvieses que elegir una isla desierta, sería una de las Cíes». La Razón. Madrid: larazon.es, 2020-10-05.	Masoliver, Alfonso	La Razón	2020	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Divulgación		la abundante fauna que puebla las aguas frías de su alrededor y su tierra intacta. Así sabrá el visitante que la mayor colonia de gaviotas patiamarillas del mundo se encuentra aquí, que nutrias y erizos bambolean los cuerpos entre los matorrales, y que de una forma u otra también llegaron pequeños lagartos y lagartijas hasta esta esquirla perdida del paraíso. Mi recomendación, sin dudarlo: reservar en el camping de la isla para disfrutar en ella de una noche inolvidable.
Vásquez, Juan Gabriel: Volver la vista atrás. Barcelona: Alfaguara, 2021.	Vásquez, Juan Gabriel	Volver la vista atrás	2021	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		El estallido del fulminante le reventó el brazo. Las esquirlas le abrieron la piel y se le clavaron en la carne, y el brazo y la mano se le cubrieron de sangre. Raúl sintió un dolor intenso en la cara y supo que la sangre le bañaba un ojo, pero entendió que su deber en ese momento era recuperar la dinamita, y apenas había logrado hacer
